,week,year,month,day,item_BC,item_CB,item_CR,item_RD,item_TG,corporation_A,corporation_B,corporation_C,corporation_D,corporation_E,corporation_F,location_J,location_S,day_name_Friday,day_name_Monday,day_name_Saturday,day_name_Sunday,day_name_Thursday,day_name_Tuesday,day_name_Wednesday,price(원/kg)
15767,25,2020,6,21,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15768,26,2020,6,22,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15769,26,2020,6,23,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15770,26,2020,6,24,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15771,26,2020,6,25,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15772,26,2020,6,26,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15773,26,2020,6,27,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15774,26,2020,6,28,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15775,27,2020,6,29,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15776,27,2020,6,30,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15777,27,2020,7,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15778,27,2020,7,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15779,27,2020,7,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15780,27,2020,7,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15781,27,2020,7,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15782,28,2020,7,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15783,28,2020,7,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15784,28,2020,7,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15785,28,2020,7,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15786,28,2020,7,10,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15787,28,2020,7,11,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15788,28,2020,7,12,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15789,29,2020,7,13,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15790,29,2020,7,14,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15791,29,2020,7,15,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15792,29,2020,7,16,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15793,29,2020,7,17,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15794,29,2020,7,18,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15795,29,2020,7,19,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15796,30,2020,7,20,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15797,30,2020,7,21,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15798,30,2020,7,22,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15799,30,2020,7,23,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15800,30,2020,7,24,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15801,30,2020,7,25,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15802,30,2020,7,26,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15803,31,2020,7,27,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15804,31,2020,7,28,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15805,31,2020,7,29,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15806,31,2020,7,30,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15807,31,2020,7,31,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15808,31,2020,8,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15809,31,2020,8,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15810,32,2020,8,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15811,32,2020,8,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15812,32,2020,8,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15813,32,2020,8,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15814,32,2020,8,7,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15815,32,2020,8,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15816,32,2020,8,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15817,33,2020,8,10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15818,33,2020,8,11,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15819,33,2020,8,12,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15820,33,2020,8,13,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15821,33,2020,8,14,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15822,33,2020,8,15,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15823,33,2020,8,16,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15824,34,2020,8,17,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15825,34,2020,8,18,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15826,34,2020,8,19,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15827,34,2020,8,20,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15828,34,2020,8,21,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15829,34,2020,8,22,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15830,34,2020,8,23,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15831,35,2020,8,24,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15832,35,2020,8,25,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15833,35,2020,8,26,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15834,35,2020,8,27,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15835,35,2020,8,28,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15836,35,2020,8,29,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15837,35,2020,8,30,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15838,36,2020,8,31,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15839,36,2020,9,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15840,36,2020,9,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15841,36,2020,9,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15842,36,2020,9,4,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15843,36,2020,9,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15844,36,2020,9,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15845,37,2020,9,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15846,37,2020,9,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15847,37,2020,9,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15848,37,2020,9,10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15849,37,2020,9,11,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15850,37,2020,9,12,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15851,37,2020,9,13,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15852,38,2020,9,14,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15853,38,2020,9,15,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15854,38,2020,9,16,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15855,38,2020,9,17,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15856,38,2020,9,18,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15857,38,2020,9,19,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15858,38,2020,9,20,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15859,39,2020,9,21,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15860,39,2020,9,22,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15861,39,2020,9,23,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15862,39,2020,9,24,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15863,39,2020,9,25,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15864,39,2020,9,26,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15865,39,2020,9,27,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15866,40,2020,9,28,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15867,40,2020,9,29,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15868,40,2020,9,30,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15869,40,2020,10,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15870,40,2020,10,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15871,40,2020,10,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15872,40,2020,10,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15873,41,2020,10,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15874,41,2020,10,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15875,41,2020,10,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15876,41,2020,10,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15877,41,2020,10,9,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15878,41,2020,10,10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15879,41,2020,10,11,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15880,42,2020,10,12,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15881,42,2020,10,13,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15882,42,2020,10,14,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15883,42,2020,10,15,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15884,42,2020,10,16,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15885,42,2020,10,17,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15886,42,2020,10,18,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15887,43,2020,10,19,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15888,43,2020,10,20,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15889,43,2020,10,21,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15890,43,2020,10,22,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15891,43,2020,10,23,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15892,43,2020,10,24,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15893,43,2020,10,25,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15894,44,2020,10,26,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15895,44,2020,10,27,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15896,44,2020,10,28,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15897,44,2020,10,29,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15898,44,2020,10,30,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15899,44,2020,10,31,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15900,44,2020,11,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15901,45,2020,11,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15902,45,2020,11,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15903,45,2020,11,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15904,45,2020,11,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15905,45,2020,11,6,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15906,45,2020,11,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15907,45,2020,11,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15908,46,2020,11,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15909,46,2020,11,10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15910,46,2020,11,11,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15911,46,2020,11,12,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15912,46,2020,11,13,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15913,46,2020,11,14,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15914,46,2020,11,15,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15915,47,2020,11,16,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15916,47,2020,11,17,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15917,47,2020,11,18,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15918,47,2020,11,19,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15919,47,2020,11,20,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15920,47,2020,11,21,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15921,47,2020,11,22,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15922,48,2020,11,23,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15923,48,2020,11,24,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15924,48,2020,11,25,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,704.0
15925,48,2020,11,26,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,792.0
15926,48,2020,11,27,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15927,48,2020,11,28,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15928,48,2020,11,29,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15929,49,2020,11,30,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,827.0
15930,49,2020,12,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,771.0
15931,49,2020,12,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,703.0
15932,49,2020,12,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15933,49,2020,12,4,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15934,49,2020,12,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15935,49,2020,12,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15936,50,2020,12,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15937,50,2020,12,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,931.0
15938,50,2020,12,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15939,50,2020,12,10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15940,50,2020,12,11,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15941,50,2020,12,12,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15942,50,2020,12,13,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15943,51,2020,12,14,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15944,51,2020,12,15,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15945,51,2020,12,16,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15946,51,2020,12,17,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15947,51,2020,12,18,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15948,51,2020,12,19,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15949,51,2020,12,20,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15950,52,2020,12,21,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15951,52,2020,12,22,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15952,52,2020,12,23,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15953,52,2020,12,24,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15954,52,2020,12,25,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15955,52,2020,12,26,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15956,52,2020,12,27,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15957,53,2020,12,28,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
15958,53,2020,12,29,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
15959,53,2020,12,30,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
15960,53,2020,12,31,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15961,53,2021,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
15962,53,2021,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
15963,53,2021,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15964,1,2021,1,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1349.0
15965,1,2021,1,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1258.0
15966,1,2021,1,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1355.0
15967,1,2021,1,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1222.0
15968,1,2021,1,8,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1500.0
15969,1,2021,1,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1686.0
15970,1,2021,1,10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15971,2,2021,1,11,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1321.0
15972,2,2021,1,12,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1060.0
15973,2,2021,1,13,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1258.0
15974,2,2021,1,14,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1142.0
15975,2,2021,1,15,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1208.0
15976,2,2021,1,16,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1339.0
15977,2,2021,1,17,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15978,3,2021,1,18,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1056.0
15979,3,2021,1,19,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1509.0
15980,3,2021,1,20,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1319.0
15981,3,2021,1,21,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1426.0
15982,3,2021,1,22,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1326.0
15983,3,2021,1,23,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1408.0
15984,3,2021,1,24,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15985,4,2021,1,25,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1188.0
15986,4,2021,1,26,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1321.0
15987,4,2021,1,27,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1469.0
15988,4,2021,1,28,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1794.0
15989,4,2021,1,29,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1317.0
15990,4,2021,1,30,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1442.0
15991,4,2021,1,31,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15992,5,2021,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1303.0
15993,5,2021,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1217.0
15994,5,2021,2,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1192.0
15995,5,2021,2,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1343.0
15996,5,2021,2,5,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1254.0
15997,5,2021,2,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,919.0
15998,5,2021,2,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
15999,6,2021,2,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1041.0
16000,6,2021,2,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1275.0
16001,6,2021,2,10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1065.0
16002,6,2021,2,11,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
16003,6,2021,2,12,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
16004,6,2021,2,13,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
16005,6,2021,2,14,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
16006,7,2021,2,15,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1209.0
16007,7,2021,2,16,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1276.0
16008,7,2021,2,17,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,951.0
16009,7,2021,2,18,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,920.0
16010,7,2021,2,19,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1102.0
16011,7,2021,2,20,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1427.0
16012,7,2021,2,21,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
