ID,timestamp,item,corporation,location,supply(kg),price(원/kg),precessed_price,index
CR_B_J_20220701,2022-07-01,CR,B,J,0.0,0.0,,1277
CR_B_J_20220702,2022-07-02,CR,B,J,0.0,0.0,,1278
CR_B_J_20220703,2022-07-03,CR,B,J,0.0,0.0,,1279
CR_B_J_20220704,2022-07-04,CR,B,J,0.0,0.0,,1280
CR_B_J_20220705,2022-07-05,CR,B,J,0.0,0.0,,1281
CR_B_J_20220706,2022-07-06,CR,B,J,0.0,0.0,,1282
CR_B_J_20220707,2022-07-07,CR,B,J,0.0,0.0,,1283
CR_B_J_20220708,2022-07-08,CR,B,J,0.0,0.0,,1284
CR_B_J_20220709,2022-07-09,CR,B,J,0.0,0.0,,1285
CR_B_J_20220710,2022-07-10,CR,B,J,0.0,0.0,,1286
CR_B_J_20220711,2022-07-11,CR,B,J,0.0,0.0,,1287
CR_B_J_20220712,2022-07-12,CR,B,J,0.0,0.0,,1288
CR_B_J_20220713,2022-07-13,CR,B,J,0.0,0.0,,1289
CR_B_J_20220714,2022-07-14,CR,B,J,0.0,0.0,,1290
CR_B_J_20220715,2022-07-15,CR,B,J,0.0,0.0,,1291
CR_B_J_20220716,2022-07-16,CR,B,J,0.0,0.0,,1292
CR_B_J_20220717,2022-07-17,CR,B,J,0.0,0.0,,1293
CR_B_J_20220718,2022-07-18,CR,B,J,0.0,0.0,,1294
CR_B_J_20220719,2022-07-19,CR,B,J,0.0,0.0,,1295
CR_B_J_20220720,2022-07-20,CR,B,J,0.0,0.0,,1296
CR_B_J_20220721,2022-07-21,CR,B,J,0.0,0.0,,1297
CR_B_J_20220722,2022-07-22,CR,B,J,0.0,0.0,,1298
CR_B_J_20220723,2022-07-23,CR,B,J,0.0,0.0,,1299
CR_B_J_20220724,2022-07-24,CR,B,J,0.0,0.0,,1300
CR_B_J_20220725,2022-07-25,CR,B,J,0.0,0.0,,1301
CR_B_J_20220726,2022-07-26,CR,B,J,0.0,0.0,,1302
CR_B_J_20220727,2022-07-27,CR,B,J,0.0,0.0,,1303
CR_B_J_20220728,2022-07-28,CR,B,J,0.0,0.0,,1304
CR_B_J_20220729,2022-07-29,CR,B,J,0.0,0.0,,1305
CR_B_J_20220730,2022-07-30,CR,B,J,0.0,0.0,,1306
CR_B_J_20220731,2022-07-31,CR,B,J,0.0,0.0,,1307
CR_B_J_20220801,2022-08-01,CR,B,J,0.0,0.0,,1308
CR_B_J_20220802,2022-08-02,CR,B,J,0.0,0.0,,1309
CR_B_J_20220803,2022-08-03,CR,B,J,0.0,0.0,,1310
CR_B_J_20220804,2022-08-04,CR,B,J,0.0,0.0,,1311
CR_B_J_20220805,2022-08-05,CR,B,J,0.0,0.0,,1312
CR_B_J_20220806,2022-08-06,CR,B,J,0.0,0.0,,1313
CR_B_J_20220807,2022-08-07,CR,B,J,0.0,0.0,,1314
CR_B_J_20220808,2022-08-08,CR,B,J,0.0,0.0,,1315
CR_B_J_20220809,2022-08-09,CR,B,J,0.0,0.0,,1316
CR_B_J_20220810,2022-08-10,CR,B,J,0.0,0.0,,1317
CR_B_J_20220811,2022-08-11,CR,B,J,0.0,0.0,,1318
CR_B_J_20220812,2022-08-12,CR,B,J,0.0,0.0,,1319
CR_B_J_20220813,2022-08-13,CR,B,J,0.0,0.0,,1320
CR_B_J_20220814,2022-08-14,CR,B,J,0.0,0.0,,1321
CR_B_J_20220815,2022-08-15,CR,B,J,0.0,0.0,,1322
CR_B_J_20220816,2022-08-16,CR,B,J,0.0,0.0,,1323
CR_B_J_20220817,2022-08-17,CR,B,J,0.0,0.0,,1324
CR_B_J_20220818,2022-08-18,CR,B,J,0.0,0.0,,1325
CR_B_J_20220819,2022-08-19,CR,B,J,0.0,0.0,,1326
CR_B_J_20220820,2022-08-20,CR,B,J,0.0,0.0,,1327
CR_B_J_20220821,2022-08-21,CR,B,J,0.0,0.0,,1328
CR_B_J_20220822,2022-08-22,CR,B,J,0.0,0.0,,1329
CR_B_J_20220823,2022-08-23,CR,B,J,0.0,0.0,,1330
CR_B_J_20220824,2022-08-24,CR,B,J,0.0,0.0,,1331
CR_B_J_20220825,2022-08-25,CR,B,J,0.0,0.0,,1332
CR_B_J_20220826,2022-08-26,CR,B,J,0.0,0.0,,1333
CR_B_J_20220827,2022-08-27,CR,B,J,0.0,0.0,,1334
CR_B_J_20220828,2022-08-28,CR,B,J,0.0,0.0,,1335
CR_B_J_20220829,2022-08-29,CR,B,J,0.0,0.0,,1336
CR_B_J_20220830,2022-08-30,CR,B,J,0.0,0.0,,1337
CR_B_J_20220831,2022-08-31,CR,B,J,0.0,0.0,,1338
CR_B_J_20220901,2022-09-01,CR,B,J,0.0,0.0,,1339
CR_B_J_20220902,2022-09-02,CR,B,J,0.0,0.0,,1340
CR_B_J_20220903,2022-09-03,CR,B,J,0.0,0.0,,1341
CR_B_J_20220904,2022-09-04,CR,B,J,0.0,0.0,,1342
CR_B_J_20220905,2022-09-05,CR,B,J,0.0,0.0,,1343
CR_B_J_20220906,2022-09-06,CR,B,J,0.0,0.0,,1344
CR_B_J_20220907,2022-09-07,CR,B,J,0.0,0.0,,1345
CR_B_J_20220908,2022-09-08,CR,B,J,0.0,0.0,,1346
CR_B_J_20220909,2022-09-09,CR,B,J,0.0,0.0,,1347
CR_B_J_20220910,2022-09-10,CR,B,J,0.0,0.0,,1348
CR_B_J_20220911,2022-09-11,CR,B,J,0.0,0.0,,1349
CR_B_J_20220912,2022-09-12,CR,B,J,0.0,0.0,,1350
CR_B_J_20220913,2022-09-13,CR,B,J,0.0,0.0,,1351
CR_B_J_20220914,2022-09-14,CR,B,J,0.0,0.0,,1352
CR_B_J_20220915,2022-09-15,CR,B,J,0.0,0.0,,1353
CR_B_J_20220916,2022-09-16,CR,B,J,0.0,0.0,,1354
CR_B_J_20220917,2022-09-17,CR,B,J,0.0,0.0,,1355
CR_B_J_20220918,2022-09-18,CR,B,J,0.0,0.0,,1356
CR_B_J_20220919,2022-09-19,CR,B,J,0.0,0.0,,1357
CR_B_J_20220920,2022-09-20,CR,B,J,0.0,0.0,,1358
CR_B_J_20220921,2022-09-21,CR,B,J,0.0,0.0,,1359
CR_B_J_20220922,2022-09-22,CR,B,J,0.0,0.0,,1360
CR_B_J_20220923,2022-09-23,CR,B,J,0.0,0.0,,1361
CR_B_J_20220924,2022-09-24,CR,B,J,0.0,0.0,,1362
CR_B_J_20220925,2022-09-25,CR,B,J,0.0,0.0,,1363
CR_B_J_20220926,2022-09-26,CR,B,J,0.0,0.0,,1364
CR_B_J_20220927,2022-09-27,CR,B,J,0.0,0.0,,1365
CR_B_J_20220928,2022-09-28,CR,B,J,0.0,0.0,,1366
CR_B_J_20220929,2022-09-29,CR,B,J,0.0,0.0,,1367
CR_B_J_20220930,2022-09-30,CR,B,J,0.0,0.0,,1368
CR_B_J_20221001,2022-10-01,CR,B,J,0.0,0.0,,1369
CR_B_J_20221002,2022-10-02,CR,B,J,0.0,0.0,,1370
CR_B_J_20221003,2022-10-03,CR,B,J,0.0,0.0,,1371
CR_B_J_20221004,2022-10-04,CR,B,J,0.0,0.0,,1372
CR_B_J_20221005,2022-10-05,CR,B,J,0.0,0.0,,1373
CR_B_J_20221006,2022-10-06,CR,B,J,0.0,0.0,,1374
CR_B_J_20221007,2022-10-07,CR,B,J,0.0,0.0,,1375
CR_B_J_20221008,2022-10-08,CR,B,J,0.0,0.0,,1376
CR_B_J_20221009,2022-10-09,CR,B,J,0.0,0.0,,1377
CR_B_J_20221010,2022-10-10,CR,B,J,0.0,0.0,,1378
CR_B_J_20221011,2022-10-11,CR,B,J,0.0,0.0,,1379
CR_B_J_20221012,2022-10-12,CR,B,J,0.0,0.0,,1380
CR_B_J_20221013,2022-10-13,CR,B,J,0.0,0.0,,1381
CR_B_J_20221014,2022-10-14,CR,B,J,0.0,0.0,,1382
CR_B_J_20221015,2022-10-15,CR,B,J,0.0,0.0,,1383
CR_B_J_20221016,2022-10-16,CR,B,J,0.0,0.0,,1384
CR_B_J_20221017,2022-10-17,CR,B,J,0.0,0.0,,1385
CR_B_J_20221018,2022-10-18,CR,B,J,0.0,0.0,,1386
CR_B_J_20221019,2022-10-19,CR,B,J,0.0,0.0,,1387
CR_B_J_20221020,2022-10-20,CR,B,J,0.0,0.0,,1388
CR_B_J_20221021,2022-10-21,CR,B,J,0.0,0.0,,1389
CR_B_J_20221022,2022-10-22,CR,B,J,0.0,0.0,,1390
CR_B_J_20221023,2022-10-23,CR,B,J,0.0,0.0,,1391
CR_B_J_20221024,2022-10-24,CR,B,J,0.0,0.0,,1392
CR_B_J_20221025,2022-10-25,CR,B,J,0.0,0.0,,1393
CR_B_J_20221026,2022-10-26,CR,B,J,0.0,0.0,,1394
CR_B_J_20221027,2022-10-27,CR,B,J,0.0,0.0,,1395
CR_B_J_20221028,2022-10-28,CR,B,J,0.0,0.0,,1396
CR_B_J_20221029,2022-10-29,CR,B,J,0.0,0.0,,1397
CR_B_J_20221030,2022-10-30,CR,B,J,0.0,0.0,,1398
CR_B_J_20221031,2022-10-31,CR,B,J,0.0,0.0,,1399
CR_B_J_20221101,2022-11-01,CR,B,J,0.0,0.0,,1400
CR_B_J_20221102,2022-11-02,CR,B,J,0.0,0.0,,1401
CR_B_J_20221103,2022-11-03,CR,B,J,0.0,0.0,,1402
CR_B_J_20221104,2022-11-04,CR,B,J,0.0,0.0,,1403
CR_B_J_20221105,2022-11-05,CR,B,J,0.0,0.0,,1404
CR_B_J_20221106,2022-11-06,CR,B,J,0.0,0.0,,1405
CR_B_J_20221107,2022-11-07,CR,B,J,0.0,0.0,,1406
CR_B_J_20221108,2022-11-08,CR,B,J,0.0,0.0,,1407
CR_B_J_20221109,2022-11-09,CR,B,J,0.0,0.0,,1408
CR_B_J_20221110,2022-11-10,CR,B,J,0.0,0.0,,1409
CR_B_J_20221111,2022-11-11,CR,B,J,0.0,0.0,,1410
CR_B_J_20221112,2022-11-12,CR,B,J,0.0,0.0,,1411
CR_B_J_20221113,2022-11-13,CR,B,J,0.0,0.0,,1412
CR_B_J_20221114,2022-11-14,CR,B,J,0.0,0.0,,1413
CR_B_J_20221115,2022-11-15,CR,B,J,0.0,0.0,,1414
CR_B_J_20221116,2022-11-16,CR,B,J,0.0,0.0,,1415
CR_B_J_20221117,2022-11-17,CR,B,J,0.0,0.0,,1416
CR_B_J_20221118,2022-11-18,CR,B,J,0.0,0.0,,1417
CR_B_J_20221119,2022-11-19,CR,B,J,0.0,0.0,,1418
CR_B_J_20221120,2022-11-20,CR,B,J,0.0,0.0,,1419
CR_B_J_20221121,2022-11-21,CR,B,J,0.0,0.0,,1420
CR_B_J_20221122,2022-11-22,CR,B,J,0.0,0.0,,1421
CR_B_J_20221123,2022-11-23,CR,B,J,0.0,0.0,,1422
CR_B_J_20221124,2022-11-24,CR,B,J,0.0,0.0,,1423
CR_B_J_20221125,2022-11-25,CR,B,J,0.0,0.0,,1424
CR_B_J_20221126,2022-11-26,CR,B,J,0.0,0.0,,1425
CR_B_J_20221127,2022-11-27,CR,B,J,0.0,0.0,,1426
CR_B_J_20221128,2022-11-28,CR,B,J,0.0,0.0,,1427
CR_B_J_20221129,2022-11-29,CR,B,J,0.0,0.0,,1428
CR_B_J_20221130,2022-11-30,CR,B,J,0.0,0.0,,1429
CR_B_J_20221201,2022-12-01,CR,B,J,0.0,0.0,,1430
CR_B_J_20221202,2022-12-02,CR,B,J,0.0,0.0,,1431
CR_B_J_20221203,2022-12-03,CR,B,J,0.0,0.0,,1432
CR_B_J_20221204,2022-12-04,CR,B,J,0.0,0.0,,1433
CR_B_J_20221205,2022-12-05,CR,B,J,0.0,0.0,,1434
CR_B_J_20221206,2022-12-06,CR,B,J,0.0,0.0,,1435
CR_B_J_20221207,2022-12-07,CR,B,J,0.0,0.0,,1436
CR_B_J_20221208,2022-12-08,CR,B,J,0.0,0.0,,1437
CR_B_J_20221209,2022-12-09,CR,B,J,0.0,0.0,,1438
CR_B_J_20221210,2022-12-10,CR,B,J,0.0,0.0,,1439
CR_B_J_20221211,2022-12-11,CR,B,J,0.0,0.0,,1440
CR_B_J_20221212,2022-12-12,CR,B,J,5000.0,889.6929133858268,888.0,1441
CR_B_J_20221213,2022-12-13,CR,B,J,0.0,0.0,,1442
CR_B_J_20221214,2022-12-14,CR,B,J,0.0,0.0,,1443
CR_B_J_20221215,2022-12-15,CR,B,J,5000.0,1082.5692913385826,1374.0,1444
CR_B_J_20221216,2022-12-16,CR,B,J,0.0,0.0,,1445
CR_B_J_20221217,2022-12-17,CR,B,J,0.0,0.0,,1446
CR_B_J_20221218,2022-12-18,CR,B,J,0.0,0.0,,1447
CR_B_J_20221219,2022-12-19,CR,B,J,0.0,0.0,,1448
CR_B_J_20221220,2022-12-20,CR,B,J,0.0,0.0,,1449
CR_B_J_20221221,2022-12-21,CR,B,J,4980.0,1634.6666666666665,1765.0,1450
CR_B_J_20221222,2022-12-22,CR,B,J,1120.0,1833.8,2500.0,1451
CR_B_J_20221223,2022-12-23,CR,B,J,3480.0,1996.9,2385.0,1452
CR_B_J_20221224,2022-12-24,CR,B,J,0.0,0.0,,1453
CR_B_J_20221225,2022-12-25,CR,B,J,0.0,0.0,,1454
CR_B_J_20221226,2022-12-26,CR,B,J,0.0,0.0,,1455
CR_B_J_20221227,2022-12-27,CR,B,J,4260.0,2147.0,2946.0,1456
CR_B_J_20221228,2022-12-28,CR,B,J,5000.0,2028.0,1790.0,1457
CR_B_J_20221229,2022-12-29,CR,B,J,1680.0,1903.8,3467.0,1458
CR_B_J_20221230,2022-12-30,CR,B,J,3600.0,1774.4,1500.0,1459
CR_B_J_20221231,2022-12-31,CR,B,J,0.0,0.0,,1460
CR_B_J_20230101,2023-01-01,CR,B,J,0.0,0.0,,1461
CR_B_J_20230102,2023-01-02,CR,B,J,0.0,0.0,,1462
CR_B_J_20230103,2023-01-03,CR,B,J,4820.0,1568.5,1637.0,1463
CR_B_J_20230104,2023-01-04,CR,B,J,0.0,0.0,,1464
CR_B_J_20230105,2023-01-05,CR,B,J,5040.0,1680.35,1850.0,1465
CR_B_J_20230106,2023-01-06,CR,B,J,2700.0,1666.65,1500.0,1466
CR_B_J_20230107,2023-01-07,CR,B,J,0.0,0.0,,1467
CR_B_J_20230108,2023-01-08,CR,B,J,0.0,0.0,,1468
CR_B_J_20230109,2023-01-09,CR,B,J,6720.0,1851.6,2204.0,1469
CR_B_J_20230110,2023-01-10,CR,B,J,0.0,0.0,,1470
CR_B_J_20230111,2023-01-11,CR,B,J,900.0,1852.0,1500.0,1471
CR_B_J_20230112,2023-01-12,CR,B,J,0.0,0.0,,1472
CR_B_J_20230113,2023-01-13,CR,B,J,10320.0,1834.8,1912.0,1473
CR_B_J_20230114,2023-01-14,CR,B,J,0.0,0.0,,1474
CR_B_J_20230115,2023-01-15,CR,B,J,0.0,0.0,,1475
CR_B_J_20230116,2023-01-16,CR,B,J,900.0,1706.0,1500.0,1476
CR_B_J_20230117,2023-01-17,CR,B,J,0.0,0.0,,1477
CR_B_J_20230118,2023-01-18,CR,B,J,10000.0,1847.3,2383.0,1478
CR_B_J_20230119,2023-01-19,CR,B,J,4980.0,1949.3666666666663,2285.0,1479
CR_B_J_20230120,2023-01-20,CR,B,J,1680.0,2221.9,3000.0,1480
CR_B_J_20230121,2023-01-21,CR,B,J,0.0,0.0,,1481
CR_B_J_20230122,2023-01-22,CR,B,J,0.0,0.0,,1482
CR_B_J_20230123,2023-01-23,CR,B,J,0.0,0.0,,1483
CR_B_J_20230124,2023-01-24,CR,B,J,0.0,0.0,,1484
CR_B_J_20230125,2023-01-25,CR,B,J,0.0,0.0,,1485
CR_B_J_20230126,2023-01-26,CR,B,J,0.0,0.0,,1486
CR_B_J_20230127,2023-01-27,CR,B,J,2580.0,2603.3333333333335,2672.0,1487
CR_B_J_20230128,2023-01-28,CR,B,J,0.0,0.0,,1488
CR_B_J_20230129,2023-01-29,CR,B,J,0.0,0.0,,1489
CR_B_J_20230130,2023-01-30,CR,B,J,3540.0,2342.6,2093.0,1490
CR_B_J_20230131,2023-01-31,CR,B,J,5000.0,2210.0,1861.0,1491
CR_B_J_20230201,2023-02-01,CR,B,J,0.0,0.0,,1492
CR_B_J_20230202,2023-02-02,CR,B,J,0.0,0.0,,1493
CR_B_J_20230203,2023-02-03,CR,B,J,0.0,0.0,,1494
CR_B_J_20230204,2023-02-04,CR,B,J,0.0,0.0,,1495
CR_B_J_20230205,2023-02-05,CR,B,J,0.0,0.0,,1496
CR_B_J_20230206,2023-02-06,CR,B,J,6680.0,2327.0,2560.0,1497
CR_B_J_20230207,2023-02-07,CR,B,J,0.0,0.0,,1498
CR_B_J_20230208,2023-02-08,CR,B,J,0.0,0.0,,1499
CR_B_J_20230209,2023-02-09,CR,B,J,0.0,0.0,,1500
CR_B_J_20230210,2023-02-10,CR,B,J,0.0,0.0,,1501
CR_B_J_20230211,2023-02-11,CR,B,J,5040.0,2332.0,2180.0,1502
CR_B_J_20230212,2023-02-12,CR,B,J,0.0,0.0,,1503
CR_B_J_20230213,2023-02-13,CR,B,J,11720.0,2166.2,1982.0,1504
CR_B_J_20230214,2023-02-14,CR,B,J,0.0,0.0,,1505
CR_B_J_20230215,2023-02-15,CR,B,J,0.0,0.0,,1506
CR_B_J_20230216,2023-02-16,CR,B,J,0.0,0.0,,1507
CR_B_J_20230217,2023-02-17,CR,B,J,840.0,2491.0,3000.0,1508
CR_B_J_20230218,2023-02-18,CR,B,J,0.0,0.0,,1509
CR_B_J_20230219,2023-02-19,CR,B,J,0.0,0.0,,1510
CR_B_J_20230220,2023-02-20,CR,B,J,0.0,0.0,,1511
CR_B_J_20230221,2023-02-21,CR,B,J,0.0,0.0,,1512
CR_B_J_20230222,2023-02-22,CR,B,J,0.0,0.0,,1513
CR_B_J_20230223,2023-02-23,CR,B,J,0.0,0.0,,1514
CR_B_J_20230224,2023-02-24,CR,B,J,780.0,3000.0,3000.0,1515
CR_B_J_20230225,2023-02-25,CR,B,J,0.0,0.0,,1516
CR_B_J_20230226,2023-02-26,CR,B,J,0.0,0.0,,1517
CR_B_J_20230227,2023-02-27,CR,B,J,1560.0,3000.0,3000.0,1518
CR_B_J_20230228,2023-02-28,CR,B,J,7380.0,2854.8,2274.0,1519
CR_B_J_20230301,2023-03-01,CR,B,J,0.0,0.0,,1520
CR_B_J_20230302,2023-03-02,CR,B,J,0.0,0.0,,1521
CR_B_J_20230303,2023-03-03,CR,B,J,0.0,0.0,,1522
CR_C_J_20190101,2019-01-01,CR,C,J,0.0,0.0,,0
CR_C_J_20190102,2019-01-02,CR,C,J,0.0,0.0,,1
CR_C_J_20190103,2019-01-03,CR,C,J,5180.0,0.0,1280.0,2
CR_C_J_20190104,2019-01-04,CR,C,J,0.0,0.0,,3
CR_C_J_20190105,2019-01-05,CR,C,J,10640.0,803.7,1399.0,4
CR_C_J_20190106,2019-01-06,CR,C,J,0.0,0.0,,5
CR_C_J_20190107,2019-01-07,CR,C,J,5480.0,1317.7,1247.0,6
CR_C_J_20190108,2019-01-08,CR,C,J,3560.0,1279.1,1087.0,7
CR_C_J_20190109,2019-01-09,CR,C,J,8300.0,1213.6,1012.0,8
CR_C_J_20190110,2019-01-10,CR,C,J,0.0,0.0,,9
CR_C_J_20190111,2019-01-11,CR,C,J,5080.0,1122.9,1175.0,10
CR_C_J_20190112,2019-01-12,CR,C,J,12400.0,1090.3,1084.0,11
CR_C_J_20190113,2019-01-13,CR,C,J,0.0,0.0,,12
CR_C_J_20190114,2019-01-14,CR,C,J,6420.0,1133.5,1182.0,13
CR_C_J_20190115,2019-01-15,CR,C,J,5400.0,1170.2,1277.0,14
CR_C_J_20190116,2019-01-16,CR,C,J,6040.0,1212.4,1386.0,15
CR_C_J_20190117,2019-01-17,CR,C,J,13940.0,1221.0,1127.0,16
CR_C_J_20190118,2019-01-18,CR,C,J,0.0,0.0,,17
CR_C_J_20190119,2019-01-19,CR,C,J,5420.0,1191.4,1069.0,18
CR_C_J_20190120,2019-01-20,CR,C,J,0.0,0.0,,19
CR_C_J_20190121,2019-01-21,CR,C,J,2260.0,1064.2,995.0,20
CR_C_J_20190122,2019-01-22,CR,C,J,10160.0,1052.6,1069.0,21
CR_C_J_20190123,2019-01-23,CR,C,J,0.0,0.0,,22
CR_C_J_20190124,2019-01-24,CR,C,J,10060.0,1058.2,1107.0,23
CR_C_J_20190125,2019-01-25,CR,C,J,10400.0,1091.8,1200.0,24
CR_C_J_20190126,2019-01-26,CR,C,J,0.0,0.0,,25
CR_C_J_20190127,2019-01-27,CR,C,J,0.0,0.0,,26
CR_C_J_20190128,2019-01-28,CR,C,J,10560.0,1174.6,1183.0,27
CR_C_J_20190129,2019-01-29,CR,C,J,5200.0,1187.2,1170.0,28
CR_C_J_20190130,2019-01-30,CR,C,J,5060.0,1185.4,1191.0,29
CR_C_J_20190131,2019-01-31,CR,C,J,7520.0,1185.7333333333333,1196.0,30
CR_C_J_20190201,2019-02-01,CR,C,J,8920.0,1212.6,1323.0,31
CR_C_J_20190202,2019-02-02,CR,C,J,0.0,0.0,,32
CR_C_J_20190203,2019-02-03,CR,C,J,0.0,0.0,,33
CR_C_J_20190204,2019-02-04,CR,C,J,0.0,0.0,,34
CR_C_J_20190205,2019-02-05,CR,C,J,0.0,0.0,,35
CR_C_J_20190206,2019-02-06,CR,C,J,0.0,0.0,,36
CR_C_J_20190207,2019-02-07,CR,C,J,0.0,0.0,,37
CR_C_J_20190208,2019-02-08,CR,C,J,9020.0,1243.7142857142858,1212.0,38
CR_C_J_20190209,2019-02-09,CR,C,J,4980.0,1185.8285714285714,986.0,39
CR_C_J_20190210,2019-02-10,CR,C,J,0.0,0.0,,40
CR_C_J_20190211,2019-02-11,CR,C,J,4860.0,1099.9714285714285,1054.0,41
CR_C_J_20190212,2019-02-12,CR,C,J,5200.0,1060.4,1030.0,42
CR_C_J_20190213,2019-02-13,CR,C,J,0.0,0.0,,43
CR_C_J_20190214,2019-02-14,CR,C,J,10100.0,1023.5,999.0,44
CR_C_J_20190215,2019-02-15,CR,C,J,5240.0,1011.9,962.0,45
CR_C_J_20190216,2019-02-16,CR,C,J,5200.0,1014.7,1068.0,46
CR_C_J_20190217,2019-02-17,CR,C,J,0.0,0.0,,47
CR_C_J_20190218,2019-02-18,CR,C,J,10520.0,1016.5,1013.0,48
CR_C_J_20190219,2019-02-19,CR,C,J,4720.0,982.7,830.0,49
CR_C_J_20190220,2019-02-20,CR,C,J,5200.0,987.5,986.0,50
CR_C_J_20190221,2019-02-21,CR,C,J,0.0,0.0,,51
CR_C_J_20190222,2019-02-22,CR,C,J,0.0,0.0,,52
CR_C_J_20190223,2019-02-23,CR,C,J,6420.0,910.8,876.0,53
CR_C_J_20190224,2019-02-24,CR,C,J,0.0,0.0,,54
CR_C_J_20190225,2019-02-25,CR,C,J,15380.0,822.0571428571427,562.0,55
CR_C_J_20190226,2019-02-26,CR,C,J,0.0,0.0,,56
CR_C_J_20190227,2019-02-27,CR,C,J,0.0,0.0,,57
CR_C_J_20190228,2019-02-28,CR,C,J,0.0,0.0,,58
CR_C_J_20190301,2019-03-01,CR,C,J,0.0,0.0,,59
CR_C_J_20190302,2019-03-02,CR,C,J,0.0,0.0,,60
CR_C_J_20190303,2019-03-03,CR,C,J,0.0,0.0,,61
CR_C_J_20190304,2019-03-04,CR,C,J,10400.0,687.8000000000001,741.0,62
CR_C_J_20190305,2019-03-05,CR,C,J,20640.0,709.257142857143,746.0,63
CR_C_J_20190306,2019-03-06,CR,C,J,0.0,0.0,,64
CR_C_J_20190307,2019-03-07,CR,C,J,0.0,0.0,,65
CR_C_J_20190308,2019-03-08,CR,C,J,0.0,0.0,,66
CR_C_J_20190309,2019-03-09,CR,C,J,14660.0,797.0,848.0,67
CR_C_J_20190310,2019-03-10,CR,C,J,0.0,0.0,,68
CR_C_J_20190311,2019-03-11,CR,C,J,15260.0,830.6,841.0,69
CR_C_J_20190312,2019-03-12,CR,C,J,8640.0,831.7,610.0,70
CR_C_J_20190313,2019-03-13,CR,C,J,10680.0,820.0,764.0,71
CR_C_J_20190314,2019-03-14,CR,C,J,5880.0,795.0,723.0,72
CR_C_J_20190315,2019-03-15,CR,C,J,10600.0,754.1,640.0,73
CR_C_J_20190316,2019-03-16,CR,C,J,5080.0,703.9,590.0,74
CR_C_J_20190317,2019-03-17,CR,C,J,0.0,0.0,,75
CR_C_J_20190318,2019-03-18,CR,C,J,11120.0,649.4,666.0,76
CR_C_J_20190319,2019-03-19,CR,C,J,0.0,0.0,,77
CR_C_J_20190320,2019-03-20,CR,C,J,10120.0,694.8,838.0,78
CR_C_J_20190321,2019-03-21,CR,C,J,5600.0,810.6,672.0,79
CR_C_J_20190322,2019-03-22,CR,C,J,840.0,985.0,1500.0,80
CR_C_J_20190323,2019-03-23,CR,C,J,0.0,0.0,,81
CR_C_J_20190324,2019-03-24,CR,C,J,0.0,0.0,,82
CR_C_J_20190325,2019-03-25,CR,C,J,0.0,0.0,,83
CR_C_J_20190326,2019-03-26,CR,C,J,5360.0,1258.0,1016.0,84
CR_C_J_20190327,2019-03-27,CR,C,J,5620.0,1218.8,1304.0,85
CR_C_J_20190328,2019-03-28,CR,C,J,0.0,0.0,,86
CR_C_J_20190329,2019-03-29,CR,C,J,0.0,0.0,,87
CR_C_J_20190330,2019-03-30,CR,C,J,0.0,0.0,,88
CR_C_J_20190331,2019-03-31,CR,C,J,0.0,0.0,,89
CR_C_J_20190401,2019-04-01,CR,C,J,1680.0,1421.6,1500.0,90
CR_C_J_20190402,2019-04-02,CR,C,J,0.0,0.0,,91
CR_C_J_20190403,2019-04-03,CR,C,J,0.0,0.0,,92
CR_C_J_20190404,2019-04-04,CR,C,J,9680.0,1352.96,1152.0,93
CR_C_J_20190405,2019-04-05,CR,C,J,20000.0,1268.2,1037.0,94
CR_C_J_20190406,2019-04-06,CR,C,J,0.0,0.0,,95
CR_C_J_20190407,2019-04-07,CR,C,J,0.0,0.0,,96
CR_C_J_20190408,2019-04-08,CR,C,J,20000.0,1106.4,1153.0,97
CR_C_J_20190409,2019-04-09,CR,C,J,10880.0,1123.6,1238.0,98
CR_C_J_20190410,2019-04-10,CR,C,J,19280.0,1134.4,1091.0,99
CR_C_J_20190411,2019-04-11,CR,C,J,1680.0,1259.2666666666667,1700.0,100
CR_C_J_20190412,2019-04-12,CR,C,J,17960.0,1266.4,1150.0,101
CR_C_J_20190413,2019-04-13,CR,C,J,0.0,0.0,,102
CR_C_J_20190414,2019-04-14,CR,C,J,0.0,0.0,,103
CR_C_J_20190415,2019-04-15,CR,C,J,0.0,0.0,,104
CR_C_J_20190416,2019-04-16,CR,C,J,0.0,0.0,,105
CR_C_J_20190417,2019-04-17,CR,C,J,20880.0,1204.0,1240.0,106
CR_C_J_20190418,2019-04-18,CR,C,J,20400.0,1188.4,1090.0,107
CR_C_J_20190419,2019-04-19,CR,C,J,0.0,0.0,,108
CR_C_J_20190420,2019-04-20,CR,C,J,0.0,0.0,,109
CR_C_J_20190421,2019-04-21,CR,C,J,0.0,0.0,,110
CR_C_J_20190422,2019-04-22,CR,C,J,1680.0,1395.0,1700.0,111
CR_C_J_20190423,2019-04-23,CR,C,J,0.0,0.0,,112
CR_C_J_20190424,2019-04-24,CR,C,J,0.0,0.0,,113
CR_C_J_20190425,2019-04-25,CR,C,J,0.0,0.0,,114
CR_C_J_20190426,2019-04-26,CR,C,J,1680.0,1700.0,1700.0,115
CR_C_J_20190427,2019-04-27,CR,C,J,0.0,0.0,,116
CR_C_J_20190428,2019-04-28,CR,C,J,0.0,0.0,,117
CR_C_J_20190429,2019-04-29,CR,C,J,0.0,0.0,,118
CR_C_J_20190430,2019-04-30,CR,C,J,0.0,0.0,,119
